frame,person,point,confidence,x,y,z
0.0,0.0,158.0,1.0,342.4250793457031,137.55931091308594,-0.011064925231039524
0.0,0.0,159.0,1.0,371.2484436035156,115.88333129882812,0.06784696131944656
0.0,0.0,160.0,1.0,351.5197448730469,100.47122192382812,0.017973167821764946
0.0,0.0,161.0,1.0,286.878173828125,416.6650695800781,-2.2311648706363485e-07
0.0,0.0,162.0,1.0,295.1767578125,402.031982421875,-0.006950071547180414
0.0,0.0,163.0,1.0,307.70574951171875,398.529296875,-0.020589087158441544
0.0,0.0,164.0,1.0,318.4204406738281,399.99566650390625,-0.034232500940561295
0.0,0.0,165.0,1.0,327.319091796875,405.4768371582031,-0.050579361617565155
0.0,0.0,166.0,1.0,312.475830078125,407.0758361816406,-0.037944767624139786
0.0,0.0,167.0,1.0,326.75927734375,415.69219970703125,-0.05477175489068031
0.0,0.0,168.0,1.0,337.45068359375,422.13275146484375,-0.0662795901298523
0.0,0.0,169.0,1.0,344.92425537109375,425.82513427734375,-0.07278110831975937
0.0,0.0,170.0,1.0,310.38525390625,420.02789306640625,-0.04014904052019119
0.0,0.0,171.0,1.0,323.8756103515625,431.4638366699219,-0.05222657695412636
0.0,0.0,172.0,1.0,335.67694091796875,436.6482849121094,-0.05518515408039093
0.0,0.0,173.0,1.0,342.21429443359375,437.37158203125,-0.058836180716753006
0.0,0.0,174.0,1.0,306.45513916015625,431.5735168457031,-0.040667884051799774
0.0,0.0,175.0,1.0,314.81292724609375,442.4869079589844,-0.04899914562702179
0.0,0.0,176.0,1.0,321.714599609375,445.3370666503906,-0.04541444778442383
0.0,0.0,177.0,1.0,326.4675598144531,445.4080505371094,-0.04416361078619957
0.0,0.0,178.0,1.0,301.96331787109375,441.8460693359375,-0.041601475328207016
0.0,0.0,179.0,1.0,308.47613525390625,450.92938232421875,-0.045401837676763535
0.0,0.0,180.0,1.0,313.07745361328125,451.3206481933594,-0.03893182426691055
0.0,0.0,181.0,1.0,315.7846374511719,450.02069091796875,-0.035269927233457565
0.0,0.0,182.0,1.0,258.6273193359375,413.23858642578125,1.0773065639568813e-07
0.0,0.0,183.0,1.0,282.37939453125,400.53082275390625,-0.003992676734924316
0.0,0.0,184.0,1.0,307.15582275390625,394.7586364746094,-0.007709166035056114
0.0,0.0,185.0,1.0,326.0476989746094,392.1512451171875,-0.010002351365983486
0.0,0.0,186.0,1.0,341.12335205078125,393.1471252441406,-0.011460257694125175
0.0,0.0,187.0,1.0,309.3608093261719,414.30792236328125,-0.015631549060344696
0.0,0.0,188.0,1.0,334.49945068359375,426.5209045410156,-0.01926741749048233
0.0,0.0,189.0,1.0,346.7387390136719,432.0207824707031,-0.018987352028489113
0.0,0.0,190.0,1.0,354.0731201171875,435.451904296875,-0.017304349690675735
0.0,0.0,191.0,1.0,301.50225830078125,429.4327697753906,-0.014541612938046455
0.0,0.0,192.0,1.0,327.0740966796875,444.75726318359375,-0.014234009198844433
0.0,0.0,193.0,1.0,337.54608154296875,446.265380859375,-0.009497769176959991
0.0,0.0,194.0,1.0,341.70892333984375,444.5359802246094,-0.0063202534802258015
0.0,0.0,195.0,1.0,294.1180114746094,440.6094970703125,-0.012692628428339958
0.0,0.0,196.0,1.0,317.6358947753906,453.1671447753906,-0.011200737208127975
0.0,0.0,197.0,1.0,326.1460876464844,451.2798156738281,-0.003947083372622728
0.0,0.0,198.0,1.0,327.9720458984375,446.7894592285156,0.0013176570646464825
0.0,0.0,199.0,1.0,288.13299560546875,447.57501220703125,-0.01098152156919241
0.0,0.0,200.0,1.0,307.8701171875,456.0615234375,-0.00757224764674902
0.0,0.0,201.0,1.0,315.32568359375,454.6570739746094,0.00014705155626870692
0.0,0.0,202.0,1.0,317.71759033203125,451.17669677734375,0.0064931209199130535
0.04137931143344514,0.0,0.0,0.9946882128715515,331.3044738769531,119.59213256835938,-0.8623251914978027
0.04137931143344514,0.0,1.0,0.9850834608078003,343.0499572753906,102.84158325195312,-0.8020210266113281
0.04137931143344514,0.0,2.0,0.9848548173904419,350.0955810546875,103.40851593017578,-0.8028111457824707
0.04137931143344514,0.0,3.0,0.9860944747924805,358.8028564453125,104.4574966430664,-0.8028303384780884
0.04137931143344514,0.0,4.0,0.9899945855140686,319.1639709472656,102.19313049316406,-0.8027569055557251
0.04137931143344514,0.0,5.0,0.9930853247642517,311.5606384277344,102.88883972167969,-0.803724467754364
0.04137931143344514,0.0,6.0,0.9941543340682983,304.82635498046875,103.80355072021484,-0.8045281171798706
0.04137931143344514,0.0,7.0,0.9937748312950134,368.2132568359375,115.34202575683594,-0.44042840600013733
0.04137931143344514,0.0,8.0,0.9890496134757996,292.3250427246094,114.34149169921875,-0.4426589906215668
0.04137931143344514,0.0,9.0,0.9958994388580322,345.59075927734375,140.6157684326172,-0.7173872590065002
0.04137931143344514,0.0,10.0,0.9955241680145264,316.178955078125,139.66554260253906,-0.7236971259117126
0.04137931143344514,0.0,11.0,0.9988836646080017,427.6658935546875,233.4087677001953,-0.21749968826770782
0.04137931143344514,0.0,12.0,0.9986591339111328,231.562255859375,232.5975341796875,-0.22155098617076874
0.04137931143344514,0.0,13.0,0.9466906189918518,461.2268371582031,386.859130859375,-0.33313244581222534
0.04137931143344514,0.0,14.0,0.879946231842041,189.8453369140625,380.69488525390625,-0.3785390257835388
0.04137931143344514,0.0,15.0,0.8362520933151245,366.35980224609375,416.63641357421875,-0.8759974241256714
0.04137931143344514,0.0,16.0,0.8931688666343689,268.4461975097656,411.023681640625,-0.975860595703125
0.04137931143344514,0.0,17.0,0.8108847141265869,334.3511657714844,440.96051025390625,-1.018175721168518
0.04137931143344514,0.0,18.0,0.8836798667907715,294.137939453125,438.63433837890625,-1.150397539138794
0.04137931143344514,0.0,19.0,0.8288904428482056,329.9071044921875,419.00811767578125,-1.055598497390747
0.04137931143344514,0.0,20.0,0.8967040181159973,307.2532958984375,413.80523681640625,-1.170832872390747
0.04137931143344514,0.0,21.0,0.7648594975471497,335.57623291015625,408.3240051269531,-0.899178147315979
0.04137931143344514,0.0,22.0,0.8455235362052917,300.4698181152344,403.3973693847656,-0.9992960691452026
0.04137931143344514,0.0,23.0,0.8836796283721924,385.171875,496.3228759765625,0.014425252564251423
0.04137931143344514,0.0,24.0,0.9003369808197021,259.26019287109375,492.91094970703125,-0.014661379158496857
0.04137931143344514,0.0,25.0,0.061351533979177475,376.486572265625,718.321044921875,0.0007296862313523889
0.04137931143344514,0.0,26.0,0.0736830085515976,252.5306396484375,693.6950073242188,-0.1747809648513794
0.04137931143344514,0.0,27.0,0.006401577964425087,361.20391845703125,892.0219116210938,0.5383816957473755
0.04137931143344514,0.0,28.0,0.00723188417032361,244.3507080078125,880.8342895507812,0.39887669682502747
0.04137931143344514,0.0,29.0,0.006094735115766525,362.2999572753906,916.8411865234375,0.5748301148414612
0.04137931143344514,0.0,30.0,0.006164623890072107,243.9340057373047,907.830322265625,0.4451746344566345
0.04137931143344514,0.0,31.0,0.0052031236700713634,333.46014404296875,946.9185791015625,0.25322598218917847
0.04137931143344514,0.0,32.0,0.00416635163128376,252.46473693847656,941.6890258789062,0.13466665148735046
0.04137931143344514,0.0,33.0,1.0,327.8536376953125,131.40660095214844,-0.023154383525252342
0.04137931143344514,0.0,34.0,1.0,299.2117614746094,104.60758972167969,0.015203291550278664
0.04137931143344514,0.0,35.0,1.0,324.111328125,68.53083801269531,0.016019197180867195
0.04137931143344514,0.0,36.0,1.0,328.2231140136719,136.04151916503906,-0.01924305222928524
0.04137931143344514,0.0,37.0,1.0,328.1945495605469,135.97039794921875,-0.019929971545934677
0.04137931143344514,0.0,38.0,1.0,328.8284606933594,140.47283935546875,-0.024416448548436165
0.04137931143344514,0.0,39.0,1.0,283.71258544921875,93.46922302246094,0.05005282908678055
0.04137931143344514,0.0,40.0,1.0,297.82000732421875,104.20713806152344,0.017360180616378784
0.04137931143344514,0.0,41.0,1.0,323.09124755859375,131.11685180664062,-0.022340869531035423
0.04137931143344514,0.0,42.0,1.0,318.08966064453125,133.969482421875,-0.01946592889726162
0.04137931143344514,0.0,43.0,1.0,314.74505615234375,136.82125854492188,-0.015762565657496452
0.04137931143344514,0.0,44.0,1.0,291.70697021484375,97.43675994873047,0.015839261934161186
0.04137931143344514,0.0,45.0,1.0,301.16796875,92.5091323852539,0.007099189795553684
0.04137931143344514,0.0,46.0,1.0,295.6100769042969,94.24268341064453,0.011216394603252411
0.04137931143344514,0.0,47.0,1.0,287.5316467285156,85.04875946044922,0.041245993226766586
0.04137931143344514,0.0,48.0,1.0,317.7214050292969,94.27378845214844,0.001626880606636405
0.04137931143344514,0.0,49.0,1.0,287.3490295410156,149.44912719726562,0.04277672618627548
0.04137931143344514,0.0,50.0,1.0,311.1502380371094,141.28253173828125,-0.007783964741975069
0.04137931143344514,0.0,51.0,1.0,293.3880920410156,92.44815063476562,0.015388863161206245
0.04137931143344514,0.0,52.0,1.0,308.3644714355469,92.33235168457031,0.0039033459033817053
0.04137931143344514,0.0,53.0,1.0,307.59149169921875,89.56529235839844,0.004108204506337643
0.04137931143344514,0.0,54.0,1.0,302.73114013671875,72.70187377929688,0.02220088243484497
0.04137931143344514,0.0,55.0,1.0,289.2235107421875,96.53148651123047,0.021897275000810623
0.04137931143344514,0.0,56.0,1.0,312.5274963378906,140.5792236328125,-0.009497801773250103
0.04137931143344514,0.0,57.0,1.0,317.2503356933594,138.3147735595703,-0.01422795094549656
0.04137931143344514,0.0,58.0,1.0,320.4862060546875,137.12078857421875,-0.016589617356657982
0.04137931143344514,0.0,59.0,1.0,324.24755859375,136.38258361816406,-0.018613021820783615
0.04137931143344514,0.0,60.0,1.0,324.48236083984375,140.76129150390625,-0.02399020828306675
0.04137931143344514,0.0,61.0,1.0,324.29632568359375,136.305419921875,-0.019253449514508247
0.04137931143344514,0.0,62.0,1.0,317.2915954589844,138.24378967285156,-0.014665625058114529
0.04137931143344514,0.0,63.0,1.0,316.3687744140625,141.08985900878906,-0.01747773215174675
0.04137931143344514,0.0,64.0,1.0,281.9045715332031,130.67726135253906,0.060585033148527145
0.04137931143344514,0.0,65.0,1.0,314.81683349609375,139.4488067626953,-0.01172188576310873
0.04137931143344514,0.0,66.0,1.0,293.6015625,78.00342559814453,0.031012168154120445
0.04137931143344514,0.0,67.0,1.0,299.7231750488281,89.9880142211914,0.00979161262512207
0.04137931143344514,0.0,68.0,1.0,316.3449401855469,89.77877807617188,0.0013142175739631057
0.04137931143344514,0.0,69.0,1.0,312.51885986328125,69.78951263427734,0.016977593302726746
0.04137931143344514,0.0,70.0,1.0,280.86090087890625,112.39013671875,0.06453395634889603
0.04137931143344514,0.0,71.0,1.0,283.8597717285156,140.13763427734375,0.053336549550294876
0.04137931143344514,0.0,72.0,1.0,314.0111083984375,103.35257720947266,0.012908484786748886
0.04137931143344514,0.0,73.0,1.0,297.41937255859375,159.650634765625,0.01663273572921753
0.04137931143344514,0.0,74.0,1.0,302.5662841796875,104.7537841796875,0.01146626751869917
0.04137931143344514,0.0,75.0,1.0,305.4515380859375,104.67333984375,0.010059358552098274
0.04137931143344514,0.0,76.0,1.0,313.5260925292969,141.28021240234375,-0.012390333227813244
0.04137931143344514,0.0,77.0,1.0,322.06805419921875,166.03697204589844,-0.016445502638816833
0.04137931143344514,0.0,78.0,1.0,309.740478515625,164.37940979003906,-0.002274933736771345
0.04137931143344514,0.0,79.0,1.0,304.1448669433594,162.6882781982422,0.006091666407883167
0.04137931143344514,0.0,80.0,1.0,330.1439208984375,165.81553649902344,-0.01821587234735489
0.04137931143344514,0.0,81.0,1.0,308.3360290527344,104.4228515625,0.010023287497460842
0.04137931143344514,0.0,82.0,1.0,311.0112609863281,104.0126953125,0.011123755015432835
0.04137931143344514,0.0,83.0,1.0,312.9089050292969,103.72186279296875,0.01263467501848936
0.04137931143344514,0.0,84.0,1.0,310.9527282714844,101.25953674316406,0.011324181221425533
0.04137931143344514,0.0,85.0,1.0,308.015869140625,100.50149536132812,0.010384389199316502
0.04137931143344514,0.0,86.0,1.0,305.0462646484375,100.48187255859375,0.010472817346453667
0.04137931143344514,0.0,87.0,1.0,301.9613342285156,101.29381561279297,0.011596870608627796
0.04137931143344514,0.0,88.0,1.0,299.9633483886719,102.43175506591797,0.013271981850266457
0.04137931143344514,0.0,89.0,1.0,281.67840576171875,102.07072448730469,0.05904873088002205
0.04137931143344514,0.0,90.0,1.0,300.6160888671875,104.70974731445312,0.013402687385678291
0.04137931143344514,0.0,91.0,1.0,292.04827880859375,155.8375244140625,0.02978423610329628
0.04137931143344514,0.0,92.0,1.0,313.02142333984375,102.47100830078125,0.012308705598115921
0.04137931143344514,0.0,93.0,1.0,315.5675354003906,165.44638061523438,-0.010716603137552738
0.04137931143344514,0.0,94.0,1.0,320.5416259765625,137.03689575195312,-0.017177682369947433
0.04137931143344514,0.0,95.0,1.0,320.21014404296875,140.9611358642578,-0.021107276901602745
0.04137931143344514,0.0,96.0,1.0,312.3459777832031,139.3387908935547,-0.011591769754886627
0.04137931143344514,0.0,97.0,1.0,314.7837219238281,139.4949493408203,-0.011451268568634987
0.04137931143344514,0.0,98.0,1.0,281.2162780761719,121.65919494628906,0.0648190975189209
0.04137931143344514,0.0,99.0,1.0,298.7911682128906,103.35760498046875,0.0150269391015172
0.04137931143344514,0.0,100.0,1.0,350.58489990234375,101.34521484375,0.017079202458262444
0.04137931143344514,0.0,101.0,1.0,365.7915954589844,88.57682800292969,0.05303512513637543
0.04137931143344514,0.0,102.0,1.0,351.991455078125,100.82074737548828,0.019306764006614685
0.04137931143344514,0.0,103.0,1.0,332.4705810546875,130.42092895507812,-0.022052621468901634
0.04137931143344514,0.0,104.0,1.0,337.7001647949219,132.56292724609375,-0.01884903758764267
0.04137931143344514,0.0,105.0,1.0,341.09112548828125,134.9536895751953,-0.014943789690732956
0.04137931143344514,0.0,106.0,1.0,357.31365966796875,93.6082992553711,0.018146522343158722
0.04137931143344514,0.0,107.0,1.0,347.848876953125,89.49459838867188,0.008588927797973156
0.04137931143344514,0.0,108.0,1.0,353.16229248046875,90.8137435913086,0.013113305903971195
0.04137931143344514,0.0,109.0,1.0,361.3035888671875,80.75736236572266,0.04394661262631416
0.04137931143344514,0.0,110.0,1.0,332.884765625,92.7604751586914,0.002046887995675206
0.04137931143344514,0.0,111.0,1.0,368.9567565917969,144.40054321289062,0.045621320605278015
0.04137931143344514,0.0,112.0,1.0,344.5495910644531,138.9132537841797,-0.006762261502444744
